receipt_id,receipt_name,line_no,text,ground_truth,is_unrecognizable_ocr,fasttext_v23_pred,fasttext_v23_conf,fasttext_v23_correct,fasttext_v25_pred,fasttext_v25_conf,fasttext_v25_correct,bert_pred,bert_conf,bert_correct
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,6,"1,38",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,7,"9 Shiitake '300g` 표고번 4,38",food,False,not_food,0.9985,False,not_food,0.9975,False,not_food,0.9665,False
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,8,5.18,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,9,38,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,10,*+1 SH,food,True,not_food,1.0,False,not_food,1.0,False,not_food,0.9755,False
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,11,'Ro,not_food,True,not_food,0.9991,True,not_food,0.9933,True,not_food,0.973,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,12,3.38,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,13,38,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,14,*+*9 07,not_food,True,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,15,"1.93 ,68",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,16,68,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9757,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,17,Auto 20e DC *9,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,18,+7,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,19,2.88 -0.39,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,20,"*9 Siiken Tofu *+9 JG 우엉 단무치 250 250g 3,98",food,False,not_food,0.9975,False,not_food,0.9996,False,not_food,0.9616,False
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,21,2.88,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,22,3.98,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,23,*+#9,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,24,"2.14 1,44",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,25,44,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,26,"*+8DS 조청살엿1 2kg Green Bean sVermic ~Ric 2,68 2,68",food,False,not_food,0.977,False,not_food,0.998,False,food,0.9785,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,27,2.14,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,28,Grocery,not_food,False,not_food,0.8933,True,not_food,0.8963,True,not_food,0.9725,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,29,"0,70 4,98 4,98",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,30,SUM of Aimticunt,not_food,False,not_food,0.9417,True,not_food,0.954,True,not_food,0.9573,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,31,"0,70",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,32,SUM nf,not_food,False,not_food,0.8741,True,food,0.9173,False,not_food,0.9619,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,33,39.73,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,1,-)드이 렇다,not_food,False,not_food,0.9851,True,not_food,0.9784,True,not_food,0.9708,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,2,서울시 성북구하월고동_46-73 콤플러스,not_food,False,not_food,0.9939,True,not_food,0.9949,True,not_food,0.9752,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,3,TEL 02-915-1681 . 대표 확현숙,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,4,[판 매],not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,5,거래일:2018/05/25( 금) 17: 12:44,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9743,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,6,판매답당: 9005/정선이,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.975,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,7,POS:02,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,8,거래번호:00G5,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.975,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,9,제 품 명,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9747,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,10,단가 수량,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9738,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,11,금 액,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9698,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,12,할인장난감,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9749,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,13,"1,500",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,14,"1,500",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,15,총 합 계,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9747,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,16,"1,500 할 인",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.975,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,17,과세금액,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,18,"1,364 부가세액",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
7,WhatsApp Image 2026-09-23 at 01.31.54.jpeg,19,136,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
