text,label,source
버거 킹 와퍼,food,pattern2_word_space_split
저 염돈가스소스,food,pattern2_word_space_split
"89,800원",not_food,pattern1_digit_letter_confusion
해바라기 유,food,pattern2_word_space_split
미나리,food,korean_clean
비다민음료,food,pattern8_hangul_visual_confusion
~세로습가 골리,not_food,pattern6_isolated_residue_hardneg
무염 말린무 화과,food,pattern2_word_space_split
동 서코 코볼,food,pattern2_word_space_split
중력분 펩시콜라제로,food,pattern3_adjacent_merged
-케일,food,pattern4_leading_symbol
덴마크우유 대용량꽈배기,food,pattern3_adjacent_merged
배추 속 대,food,pattern2_word_space_split
굴소스 볶음면,food,pattern2_word_space_split
"₩46U,000,00U",not_food,pattern1_digit_letter_confusion
-오리고기강정,food,pattern4_leading_symbol
#국내산밤고구마,food,pattern4_leading_symbol
S E S AME LE A F,food,pattern2_word_space_split
갈 비 탕,food,pattern2_word_space_split
"5개 X 1,00O원",not_food,pattern1_digit_letter_confusion
"₩ 1,800",not_food,korean_amount_v7
냉동차 돌 박이,food,pattern2_word_space_split
"1 ,620 ,0 0 0원",not_food,pattern2_not_food_space_split
-숙성맛김치,food,pattern4_leading_symbol
포,not_food,pattern6_isolated_residue_hardneg
페 루산 아보 카 도,food,pattern2_word_space_split
저염양파장아찌 친환경현미누룽지,food,pattern3_adjacent_merged
국 내산  대구,food,pattern2_word_space_split
'수미칩,food,pattern4_leading_symbol
크랜베리 전복덮밥,food,pattern3_adjacent_merged
#롯데칠성사이다,food,pattern4_leading_symbol
장어튀김 부추볶음,food,pattern3_adjacent_merged
요청 사항,not_food,pattern2_not_food_space_split
테,not_food,pattern6_isolated_residue_hardneg
곱창 국 수,food,pattern2_word_space_split
994,not_food,korean_amount_v7
"7 2 , 30 0 ,0 0 0",not_food,pattern2_not_food_space_split
특가할인,not_food,korean_receipt_metadata_v12
+쿠키슈,food,pattern4_leading_symbol
레 몬 에 이 드 디카페인캔라떼,food,pattern3_adjacent_merged
유기농실파 호두,food,pattern3_adjacent_merged
61B.43,not_food,pattern1_digit_letter_confusion
자,not_food,pattern6_isolated_residue_hardneg
'닭발편육,food,pattern4_leading_symbol
닭고 기찌개,food,pattern2_word_space_split
고고아조림,food,pattern8_hangul_visual_confusion
막 창덮 밥,food,pattern2_word_space_split
마기선크림,not_food,pattern8_hangul_visual_confusion
국내산돌나물,food,v15_food_gapfill_800
래,not_food,pattern6_isolated_residue_hardneg
장어구 이,food,pattern2_word_space_split
"9 ,4 10 , 00 0",not_food,pattern2_not_food_space_split
막창국 도다리,food,pattern3_adjacent_merged
안심나물 재첩국,food,pattern3_adjacent_merged
$445.77 F,not_food,korean_amount_v7
스테 이 플러,not_food,pattern2_not_food_space_split
+콩나물구이,food,pattern4_leading_symbol
{신이,not_food,pattern6_isolated_residue_hardneg
맥심 모 카 골드,food,pattern2_word_space_split
차,not_food,pattern6_isolated_residue_hardneg
바닷가재 국산너구리순한맛,food,pattern3_adjacent_merged
무탄산수,food,korean_diversity_gap_v13
243.19$,not_food,korean_amount_v7
주방 용 장갑,not_food,pattern2_not_food_space_split
삼,not_food,pattern6_isolated_residue_hardneg
패 션후르 츠,food,pattern2_word_space_split
곰장어강정 저염옥수수캔,food,pattern3_adjacent_merged
초코칩,food,v14_food_gap_analysis
오리고기조림 파마산치즈,food,pattern3_adjacent_merged
합,not_food,pattern6_isolated_residue_hardneg
증정 용,not_food,pattern2_not_food_space_split
9 823,not_food,pattern2_not_food_space_split
해시브라운 오리온오징어땅콩,food,pattern3_adjacent_merged
-인도네시아산 삼겹살,food,pattern4_leading_symbol
레,not_food,pattern6_isolated_residue_hardneg
포 테이토 칩,food,pattern2_word_space_split
"( - 51 , 2 00 원)",not_food,pattern2_not_food_space_split
오리 고기나물,food,pattern2_word_space_split
"할인  - 1, 500 원",not_food,pattern2_not_food_space_split
"19 ,1 00,000",not_food,pattern2_not_food_space_split
야 채 참치,food,pattern2_word_space_split
342.36,not_food,korean_amount_v7
-$ 60 . 7 5,not_food,pattern2_not_food_space_split
흑미,food,korean_clean
#밤호박,food,pattern4_leading_symbol
"g 당 25 ,000 원",not_food,pattern2_not_food_space_split
비빔면사리 진라면매운맛,food,pattern3_adjacent_merged
안창살,food,korean_gap_v5
락 화 생 국 수,food,pattern2_word_space_split
셀러리,food,korean_gap_v6
"-34 , 00 0",not_food,pattern2_not_food_space_split
접 수 번호,not_food,pattern2_not_food_space_split
치즈돈까스 아 이 스 크 림,food,pattern3_adjacent_merged
P  O  S,not_food,pattern2_not_food_space_split
아몬드브 리즈,food,pattern2_word_space_split
카누커피 냉장소양지,food,pattern3_adjacent_merged
좋 은수 산,not_food,pattern2_not_food_space_split
배터리,not_food,korean_clean
유 기농 유자청,food,pattern2_word_space_split
고구마가물,food,pattern8_hangul_visual_confusion
들깨 일본산 닭고기,food,pattern3_adjacent_merged
래,not_food,pattern6_isolated_residue_hardneg
이아민,not_food,korean_clean
"팩당 5,900원",not_food,korean_amount_v7
숙성부추김치 꽃게국수,food,pattern3_adjacent_merged
-초고추장,food,pattern4_leading_symbol
오 징어 구이,food,pattern2_word_space_split
오리고기탕,food,korean_clean
문배 주,food,pattern2_word_space_split
400.73,not_food,korean_amount_v7
냉동떡 고등어나물,food,pattern3_adjacent_merged
매장코드,not_food,v15_hardneg_receipt_id
750g,not_food,korean_clean
강 남로,not_food,pattern2_not_food_space_split
분모자 빅맥,food,pattern3_adjacent_merged
와 인 잔,not_food,pattern2_not_food_space_split
캐 나 다 산 닭 고기,food,pattern2_word_space_split
파인 애플,food,pattern2_word_space_split
라면왕김통깨 생강차,food,pattern3_adjacent_merged
숙성양파장아찌 돼지고기조림,food,pattern3_adjacent_merged
8 용,not_food,pattern6_isolated_residue_hardneg
생수 국산배도라지즙,food,pattern3_adjacent_merged
홍게 가두배추,food,pattern3_adjacent_merged
690 0 원,not_food,pattern2_not_food_space_split
포,not_food,pattern6_isolated_residue_hardneg
+프로틴시리얼,food,pattern4_leading_symbol
루이 보스 티,food,pattern2_word_space_split
오 이소박이,food,pattern2_word_space_split
120.83$,not_food,korean_amount_v7
수입 산  감자,food,pattern2_word_space_split
말,not_food,pattern6_isolated_residue_hardneg
#고르곤졸라,food,pattern4_leading_symbol
4 X 500,not_food,korean_amount_v7
안심국수 메이플시럽,food,pattern3_adjacent_merged
튼튼소산,not_food,pattern8_hangul_visual_confusion
오 후 3: 55,not_food,pattern2_not_food_space_split
돈,not_food,pattern6_isolated_residue_hardneg
명태 찌개,food,pattern2_word_space_split
~부추찜,food,pattern4_leading_symbol
카레,food,korean_gap_v5
홍합국 수,food,pattern2_word_space_split
"37 , 500원정",not_food,pattern2_not_food_space_split
"(-2 1,000 원 )",not_food,pattern2_not_food_space_split
한우부채 살,food,pattern2_word_space_split
29 4 .61,not_food,pattern2_not_food_space_split
팔각,food,korean_clean
권,not_food,pattern6_isolated_residue_hardneg
"Z,s1U,OO0 원",not_food,pattern1_digit_letter_confusion
아늘쫑,food,pattern8_hangul_visual_confusion
"₩1,000",not_food,korean_receipt_metadata_v12
고 르 곤졸 라,food,pattern2_word_space_split
복 분자주,food,pattern2_word_space_split
대표번호,not_food,korean_receipt_metadata_v12
계 란국수,food,pattern2_word_space_split
정원 석,not_food,pattern2_not_food_space_split
카페오카,food,pattern8_hangul_visual_confusion
철,not_food,pattern6_isolated_residue_hardneg
덴아크산 조기,food,pattern8_hangul_visual_confusion
194.3S,not_food,pattern1_digit_letter_confusion
리,not_food,pattern6_isolated_residue_hardneg
$ 4. 1 7  T,not_food,pattern2_not_food_space_split
냉동가리비 RED PEPPER PASTE,food,pattern3_adjacent_merged
비,not_food,pattern6_isolated_residue_hardneg
-호박찌개,food,pattern4_leading_symbol
젤라 틴,food,pattern2_word_space_split
영 업시 간,not_food,pattern2_not_food_space_split
국산아귀포 생과일주스,food,pattern3_adjacent_merged
코코아,food,korean_clean
고등어캔 닭고기강정,food,pattern3_adjacent_merged
마카다미아 오리고기구이,food,pattern3_adjacent_merged
"₩ 477,500",not_food,korean_amount_v7
결제전금 액,not_food,pattern2_not_food_space_split
등심덧 살,food,pattern2_word_space_split
"₩ 2,100",not_food,korean_amount_v7
-$59.B6,not_food,pattern1_digit_letter_confusion
-액상요구르트,food,pattern4_leading_symbol
두 피 케 어,not_food,pattern2_not_food_space_split
진미채,food,korean_diversity_gap_v13
사하 면,not_food,pattern2_not_food_space_split
대파나 물,food,pattern2_word_space_split
크 로 와상,food,pattern2_word_space_split
락화생기름 SPAM REGULAR,food,pattern3_adjacent_merged
친환경멥쌀가루 통밀햄버거번,food,pattern3_adjacent_merged
779B,not_food,pattern1_digit_letter_confusion
림,not_food,pattern6_isolated_residue_hardneg
콩비지찌개 숙주나물구이,food,pattern3_adjacent_merged
강냉 이가 루,food,pattern2_word_space_split
멸 치 튀김,food,pattern2_word_space_split
360,not_food,korean_amount_v7
필리핀산 감자 곱창나물,food,pattern3_adjacent_merged
소불 고기용,food,pattern2_word_space_split
앱설치하고할인받기,not_food,v17_fix_mobile_coupon
마시는 요 거 트,food,pattern2_word_space_split
락토프리우유 냉장소치마살,food,pattern3_adjacent_merged
생물전갱이 호박볶음,food,pattern3_adjacent_merged
유 기농 마켓,not_food,pattern2_not_food_space_split
국산 갈치 유기농시금치,food,pattern3_adjacent_merged
스 웨 덴 산  삼 겹살,food,pattern2_word_space_split
초 코 칩,food,pattern2_word_space_split
페스츄리 톳,food,pattern3_adjacent_merged
진라면 300g,food,korean_taxonomy_v9
김 민 수,not_food,pattern2_not_food_space_split
오뚜기컵누들 페루산 아보카도,food,pattern3_adjacent_merged
젤라틴,food,v14_food_gap_analysis
신라 면1 2 0 g,food,pattern2_word_space_split
"8 , 7 00원",not_food,pattern2_not_food_space_split
"3 , 0 30,0 0 0원",not_food,pattern2_not_food_space_split
국산옥수수캔 파스트라미,food,pattern3_adjacent_merged
계 란말 이,food,pattern2_word_space_split
다 진 생강,food,pattern2_word_space_split
$6.87,not_food,korean_amount_v7
EC  ( E - C O UP ON),not_food,pattern2_not_food_space_split
인도네 시 아 산  돼지고 기,food,pattern2_word_space_split
스웨덴 산,not_food,pattern2_not_food_space_split
"72,300,000",not_food,korean_amount_v7
표고버섯전골 당근국수,food,pattern3_adjacent_merged
3 75.8 4$,not_food,pattern2_not_food_space_split
게살 통 조림,food,pattern2_word_space_split
"₩ 35 8 ,00 0",not_food,pattern2_not_food_space_split
돼 지 고기볶 음,food,pattern2_word_space_split
"-l24,UO0",not_food,pattern1_digit_letter_confusion
새 우 세 트 NAPA CABBAGE,food,pattern3_adjacent_merged
SUNJA E  DU M PLI NG  P OR K  C E L ERY,food,pattern2_word_space_split
막창볶음 버터쿠키,food,pattern3_adjacent_merged
삼 치덮 밥,food,pattern2_word_space_split
"₩4,400",not_food,korean_clean
한우등심 노르웨이산 감자,food,pattern3_adjacent_merged
"1개 25,000원",not_food,korean_amount_v7
미 국 산 마 늘,food,pattern2_word_space_split
사탕 가 루,food,pattern2_word_space_split
S U NJAE D UMP L IN G  PO R K  CE L E R Y,food,pattern2_word_space_split
무서 명거래,not_food,pattern2_not_food_space_split
4 7 3. 52$,not_food,pattern2_not_food_space_split
+아르헨티나산 우유,food,pattern4_leading_symbol
DA I K ON  RA DI SH,food,pattern2_word_space_split
계란무 침,food,pattern2_word_space_split
소혀,food,v15_food_gapfill_800
계란찜 소토시살,food,pattern3_adjacent_merged
황금수산,not_food,korean_clean
915 -17 -48 4 52,not_food,pattern2_not_food_space_split
'낙지볶음탕,food,pattern4_leading_symbol
C J 햇반6 개입,food,pattern2_word_space_split
고구 마찜,food,pattern2_word_space_split
#새우전,food,pattern4_leading_symbol
"3, 200 원( 일시불 )",not_food,pattern2_not_food_space_split
교환 기 간 안 내,not_food,pattern2_not_food_space_split
373.00$,not_food,korean_amount_v7
호박국 샘표간장,food,pattern3_adjacent_merged
쟁반,not_food,korean_diversity_gap_v13
장어찌 개,food,pattern2_word_space_split
"₩ 321,000",not_food,korean_amount_v7
도넛 코다리덮밥,food,pattern3_adjacent_merged
으뜸청과,not_food,korean_clean
오준 아,not_food,pattern2_not_food_space_split
-썰은고추장멸치볶음,food,pattern4_leading_symbol
노 키즈 존,not_food,pattern2_not_food_space_split
습,not_food,pattern6_isolated_residue_hardneg
대 파 덮 밥,food,pattern2_word_space_split
"₩36 0,00 0,000",not_food,pattern2_not_food_space_split
L 무,not_food,pattern6_isolated_residue_hardneg
-$41.18,not_food,korean_amount_v7
"1 개  12, 0 0 0원",not_food,pattern2_not_food_space_split
드립커 피,food,pattern2_word_space_split
"(-168,000원)",not_food,korean_amount_v7
`한우 앞다리살,food,pattern4_leading_symbol
흑 미쌀,food,pattern2_word_space_split
감자깡 돈가스,food,pattern3_adjacent_merged
"(-15,80o원)",not_food,pattern1_digit_letter_confusion
국 내산옥수 수 캔,food,pattern2_word_space_split
"₩8 5 0, 00 0",not_food,pattern2_not_food_space_split
곱창탕 약콩,food,pattern3_adjacent_merged
전 준수,not_food,pattern2_not_food_space_split
~무항생제토종닭,food,pattern4_leading_symbol
갈치찌개,food,korean_clean
곤들매기 애플파이,food,pattern3_adjacent_merged
승인번호70288912,not_food,korean_receipt_metadata_v12
쇠고기죽 페루산 아보카도,food,pattern3_adjacent_merged
수산판매장,not_food,v15_hardneg_corner_compounds
클렌 징 오일,not_food,pattern2_not_food_space_split
육개장사발면,food,korean_clean_v2
에그 타르트,food,pattern2_word_space_split
517.49,not_food,korean_amount_v7
냉동육류 초콜릿,food,pattern3_adjacent_merged
구 운 란,food,pattern2_word_space_split
썰은양파장 아찌,food,pattern2_word_space_split
카테노리,not_food,pattern8_hangul_visual_confusion
영수증번호:s84|2z,not_food,pattern1_digit_letter_confusion
"근당 9,800원",not_food,pattern1_digit_letter_confusion
국산감홍사과 이탈리아산 대게,food,pattern3_adjacent_merged
에콰 도르 산 치 즈,food,pattern2_word_space_split
$|50.93 F,not_food,pattern1_digit_letter_confusion
아보카 도,food,pattern2_word_space_split
목살무침 깻잎장아찌,food,pattern3_adjacent_merged
331.84$,not_food,korean_amount_v7
멸치가루 막창찜,food,pattern3_adjacent_merged
홍합 국수,food,pattern2_word_space_split
연어조림,food,korean_clean
9980940244550,not_food,korean_clean
조개전 식혜,food,pattern3_adjacent_merged
삼치강정 가공우유,food,pattern3_adjacent_merged
오이,food,korean_clean
알 리 오올 리오,food,pattern2_word_space_split
렌 즈콩,food,pattern2_word_space_split
참조 기,food,pattern2_word_space_split
홀,not_food,korean_gap_v5
유 모 차,not_food,pattern2_not_food_space_split
엘 라스 틴,not_food,pattern2_not_food_space_split
"297,O00원정",not_food,pattern1_digit_letter_confusion
냉동고구마 비빔면사리,food,pattern3_adjacent_merged
'대추야자,food,pattern4_leading_symbol
안심스테이크 새우젓,food,pattern3_adjacent_merged
200ml,not_food,v15_hardneg_quantity_units
권,not_food,pattern6_isolated_residue_hardneg
발효유 필라이트,food,pattern3_adjacent_merged
청,not_food,pattern6_isolated_residue_hardneg
~목이,food,pattern4_leading_symbol
"2 , 30 0",not_food,pattern2_not_food_space_split
"2 X 5,900",not_food,korean_amount_v7
허 니 버터칩,food,pattern2_word_space_split
초코바,food,korean_clean_v3
고구 마튀 김,food,pattern2_word_space_split
바지 락 구 이,food,pattern2_word_space_split
꽃게 나물,food,pattern2_word_space_split
태국산 연어 국산전갱이,food,pattern3_adjacent_merged
해 태고 향만두 4 개입,food,pattern2_word_space_split
아 귀강정,food,pattern2_word_space_split
"(-57,700원)",not_food,korean_amount_v7
갈치국 광어볶음탕,food,pattern3_adjacent_merged
트라플모일,food,pattern8_hangul_visual_confusion
부추 무침,food,pattern2_word_space_split
동대문구,not_food,korean_clean
롤드모트,food,pattern8_hangul_visual_confusion
권준 수,not_food,pattern2_not_food_space_split
고르웨이산,not_food,pattern8_hangul_visual_confusion
-=웰빙백화점=-,not_food,v17_fix_garbled_store_header
US$4 3 8.3 1,not_food,pattern2_not_food_space_split
대용량에 스프레소,food,pattern2_word_space_split
O5I-Z2o-352Z,not_food,pattern1_digit_letter_confusion
도타지튀김,food,pattern8_hangul_visual_confusion
+맥스,food,pattern4_leading_symbol
둥글파 박력분,food,pattern3_adjacent_merged
습식 사 료,not_food,pattern2_not_food_space_split
진주냉면 강남감자,food,pattern3_adjacent_merged
테,not_food,pattern6_isolated_residue_hardneg
'홀토마토,food,pattern4_leading_symbol
-$8.O6,not_food,pattern1_digit_letter_confusion
서울우유 1 0 0 0M L,food,pattern2_word_space_split
연제구,not_food,korean_clean
거 래일시,not_food,pattern2_not_food_space_split
나드로 1B0g (트래,not_food,pattern6_isolated_residue_hardneg
문어볶음탕 국산중국당면,food,pattern3_adjacent_merged
수입산 양 파,food,pattern2_word_space_split
동태 나 물,food,pattern2_word_space_split
-간편조리동그랑땡전,food,pattern4_leading_symbol
화 이 트초콜릿,food,pattern2_word_space_split
짜파게티4개입 사과즙,food,pattern3_adjacent_merged
크루아상,food,korean_taxonomy_v9
CJ햇반 300g 어묵통조림,food,pattern3_adjacent_merged
새우전 골,food,pattern2_word_space_split
모나미볼펜,not_food,korean_clean_v2
호박전 동태찜,food,pattern3_adjacent_merged
상호,not_food,korean_clean
복어,food,korean_gap_v6
직검발 곱창조림,food,pattern3_adjacent_merged
~롯데리아 불고기버거,food,pattern4_leading_symbol
#명태볶음,food,pattern4_leading_symbol
$|94.08 T,not_food,pattern1_digit_letter_confusion
"16 7 ,0 0 0, 0 0 0 원",not_food,pattern2_not_food_space_split
열무 김 치,food,pattern2_word_space_split
동 태탕,food,pattern2_word_space_split
리가토니 파스퇴르우유,food,pattern3_adjacent_merged
교 자 만두,food,pattern2_word_space_split
청상추,food,v14_food_diversity_expansion
소 보 로 빵,food,pattern2_word_space_split
안 성 탕 면 2 0 0g,food,pattern2_word_space_split
LG생활건강,not_food,korean_clean
콩 나물 구 이,food,pattern2_word_space_split
호박 조림,food,pattern2_word_space_split
$392.56 T,not_food,pattern1_digit_letter_confusion
덴마크산  양 파,food,pattern2_word_space_split
"1 9 4,5 0 0",not_food,pattern2_not_food_space_split
소고기조림,food,korean_clean
소고기 구 이,food,pattern2_word_space_split
휘핑크 림 추가,food,pattern2_word_space_split
유기농고 들 빼기,food,pattern2_word_space_split
트,not_food,pattern6_isolated_residue_hardneg
냉,not_food,pattern6_isolated_residue_hardneg
`초코바,food,pattern4_leading_symbol
매입사명,not_food,korean_gap_v6
"₩2 62, 000",not_food,pattern2_not_food_space_split
국산닭가슴살통조림 부채살,food,pattern3_adjacent_merged
+콘스낵,food,pattern4_leading_symbol
미 니 아이스바,food,pattern2_word_space_split
수납 함,not_food,pattern2_not_food_space_split
원주,not_food,korean_clean_v3
C J햇 반  2 k g,food,pattern2_word_space_split
== 청 과본 점  ==,not_food,pattern2_not_food_space_split
냉 장생선 가 스,food,pattern2_word_space_split
"22 , 7 0 0원",not_food,pattern2_not_food_space_split
휘낭시에 순두부계란찜,food,pattern3_adjacent_merged
자 동이 체,not_food,pattern2_not_food_space_split
초 고 추 장,food,pattern2_word_space_split
"80, 80 0, 000",not_food,pattern2_not_food_space_split
바지 락전 골,food,pattern2_word_space_split
865o0원,not_food,pattern1_digit_letter_confusion
국산현미구룽지,food,pattern8_hangul_visual_confusion
`국산연근채,food,pattern4_leading_symbol
독 일산,not_food,pattern2_not_food_space_split
캐나다산 돼지고기 문어국,food,pattern3_adjacent_merged
"₩71,4 00,0 00",not_food,pattern2_not_food_space_split
숙주나물 볶음탕,food,pattern2_word_space_split
03 2 -4 4 0- 9 9 03,not_food,pattern2_not_food_space_split
베이킹파우 더,food,pattern2_word_space_split
아르헨티가산 양파,food,pattern8_hangul_visual_confusion
장,not_food,pattern6_isolated_residue_hardneg
오양수산 미니딸기아이스크림,food,pattern3_adjacent_merged
서울우유1000ML 콜라 세트,food,pattern3_adjacent_merged
질경이 오징어조림,food,pattern3_adjacent_merged
장,not_food,pattern6_isolated_residue_hardneg
빙 그레 메 로나,food,pattern2_word_space_split
한우소불고기용 오리온포카칩,food,pattern3_adjacent_merged
'칠레산 사과,food,pattern4_leading_symbol
VI SIT  A G AI N,not_food,pattern2_not_food_space_split
참깨드레싱 멕시코산 홍합,food,pattern3_adjacent_merged
무럭찜,food,pattern8_hangul_visual_confusion
콩나 물 덮 밥,food,pattern2_word_space_split
신라면골드,food,korean_taxonomy_v9
미국산 감자 국산도라지청,food,pattern3_adjacent_merged
콘아이스콘,food,v15_food_gapfill_800
스 모 어 잼,food,pattern2_word_space_split
치 즈 돈까 스,food,pattern2_word_space_split
장,not_food,pattern6_isolated_residue_hardneg
고기 만 두,food,pattern2_word_space_split
치즈떡 볶이,food,pattern2_word_space_split
"즉시할인 -10,000원",not_food,pattern1_digit_letter_confusion
11798 08 93 24 6,not_food,pattern2_not_food_space_split
국내산전갱이 복숭아통조림,food,pattern3_adjacent_merged
명태 볶음 탕,food,pattern2_word_space_split
고등어 죽,food,pattern2_word_space_split
레 드불,food,pattern2_word_space_split
에콰도르산 참치 낙지조림,food,pattern3_adjacent_merged
1라스,not_food,pattern8_hangul_visual_confusion
세일상품 교환 및 환불 불가,not_food,korean_gap_v5
마카로니 막창전골,food,pattern3_adjacent_merged
국 산  돼지 고 기,food,pattern2_word_space_split
368.O9,not_food,pattern1_digit_letter_confusion
6 4 4 8,not_food,pattern2_not_food_space_split
연하개,not_food,pattern8_hangul_visual_confusion
콩나물 볶음탕,food,pattern2_word_space_split
국산신고배,food,v15_food_gapfill_800
류현서,not_food,korean_clean
+월계수잎,food,pattern4_leading_symbol
거  래  일,not_food,pattern2_not_food_space_split
백설고 추장1 0 입,food,pattern2_word_space_split
디저 트 없음,food,pattern2_word_space_split
"₩ 9,4o0",not_food,pattern1_digit_letter_confusion
2 0 2 4 -09 -16,not_food,pattern2_not_food_space_split
"(-99,60o원)",not_food,pattern1_digit_letter_confusion
신라면200g 우유식빵,food,pattern3_adjacent_merged
카스테라,food,korean_clean_v2
NOODLE 닭안창살,food,pattern3_adjacent_merged
- $ 3 7 .43,not_food,pattern2_not_food_space_split
고로케 국산맛김치,food,pattern3_adjacent_merged
도루메기,food,korean_gap_v6
서 울우 유 1 0 00 ML,food,pattern2_word_space_split
"7 3 9, 000",not_food,pattern2_not_food_space_split
흑 임자라떼,food,pattern2_word_space_split
신타면 1.2kg,food,pattern8_hangul_visual_confusion
간편조리햄샌드위치,food,v15_food_gapfill_800
문 어찌개,food,pattern2_word_space_split
본 영소증은 가래명세서를 데신합니라,not_food,pattern8_hangul_visual_confusion
필리핀산 갈 치,food,pattern2_word_space_split
차 슈추가,food,pattern2_word_space_split
동 서코 코 볼,food,pattern2_word_space_split
+국내산말린파인애플,food,pattern4_leading_symbol
바지걸이,not_food,korean_diversity_gap_v13
408 . 7 1 $,not_food,pattern2_not_food_space_split
섬유탈취제,not_food,korean_diversity_gap_v13
