receipt_image,text,predicted_label,confidence
receipt_image_408_jpg.rf.VjPQbbiHEbM2Bejgm4dW.jpg,Fb: Ichibansushi_ID,food,0.557
receipt_image_595_jpg.rf.SOVzX3ADqhxWtcN4ZnEA.jpg,Tax Invoice,food,0.7525
receipt_image_595_jpg.rf.SOVzX3ADqhxWtcN4ZnEA.jpg,U. PRICE,food,0.5715
receipt_image_595_jpg.rf.SOVzX3ADqhxWtcN4ZnEA.jpg,TALI UKURAN,food,0.5678
receipt_image_695_jpg.rf.2IqM9O5G2yAJA9oaIwNI.jpg,TAURANT,food,0.5436
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,2228 Kettner Blvd,food,0.6711
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,1045 SAGE D,food,0.7167
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,Oct06'16 07:08PM,food,0.7945
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,1 HALIBUT,food,0.7499
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,GL ROUND POND SB,food,0.5261
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,1 OCTOPUS,food,0.5903
1162-receipt_jpg.rf.E9Omd1Q42G3qrXURzPh5.jpg,1 HALIBUT,food,0.7499
receipt_image_164_jpg.rf.nfMKrKhTylUZ4HQaIHvF.jpg,FourthStreetMil,food,0.5028
receipt_image_164_jpg.rf.nfMKrKhTylUZ4HQaIHvF.jpg,2124 BONITA AVENUE,food,0.5344
receipt_image_164_jpg.rf.nfMKrKhTylUZ4HQaIHvF.jpg,"LA VERNÉ, CA 91750",food,0.7095
receipt_image_164_jpg.rf.nfMKrKhTylUZ4HQaIHvF.jpg,Dine la,food,0.6889
receipt_image_164_jpg.rf.nfMKrKhTylUZ4HQaIHvF.jpg,temés),food,0.6839
receipt_image_164_jpg.rf.nfMKrKhTylUZ4HQaIHvF.jpg,- No bun,food,0.5548
receipt_image_357_jpg.rf.uPOa560BorU1dS0qjmSS.jpg,PT LION SUPER INDO,food,0.6211
receipt_image_357_jpg.rf.uPOa560BorU1dS0qjmSS.jpg,Tgl Pengukuhan : 06-06-97,food,0.5867
receipt_image_357_jpg.rf.uPOa560BorU1dS0qjmSS.jpg,JL.DR. RATNA,food,0.5709
receipt_image_357_jpg.rf.uPOa560BorU1dS0qjmSS.jpg,HARGA,food,0.7631
receipt_image_357_jpg.rf.uPOa560BorU1dS0qjmSS.jpg,Sub Total (Termasuk PPN),food,0.5413
receipt_image_91_jpg.rf.A72gBz9labJJZuvdFOxZ.jpg,Bar Subtotalt,food,0.7778
1060-receipt_jpg.rf.udSWFdyrTj28iCOGGWRA.jpg,Server: Jake,food,0.6332
1060-receipt_jpg.rf.udSWFdyrTj28iCOGGWRA.jpg,Surcharge 3.75% SC*,food,0.7448
1060-receipt_jpg.rf.udSWFdyrTj28iCOGGWRA.jpg,of the increases to min wage,food,0.6089
1046-receipt_jpg.rf.IxaAYmwmwz03gtr7uFVw.jpg,Peys to DISCOVERwhereve,food,0.6505
1149-receipt_jpg.rf.p4ieS0u7lFAcS9dBoi25.jpg,160 Eastern Boulevard,food,0.6677
1149-receipt_jpg.rf.p4ieS0u7lFAcS9dBoi25.jpg,Shake Choc,food,0.7955
1078-receipt_jpg.rf.yLsJebdGKnBj1FXjgxBl.jpg,esour,food,0.7667
1192-receipt_jpg.rf.IewnIxLlqx7V1B6onmnR.jpg,HAPPY HOUR,food,0.6165
1192-receipt_jpg.rf.IewnIxLlqx7V1B6onmnR.jpg,MONDAY TO SATURDAY,food,0.5637
1192-receipt_jpg.rf.IewnIxLlqx7V1B6onmnR.jpg,SUNDAY HAPPY HOUR ALL DAY,food,0.6497
1192-receipt_jpg.rf.IewnIxLlqx7V1B6onmnR.jpg,JERICAN,food,0.6053
receipt_image_142_jpg.rf.ht63kiyKmF273GCXcyqo.jpg,IKEA,food,0.7078
receipt_image_443_jpg.rf.KfABGWneOfiiXzPnvxfE.jpg,THREESTOOGES,food,0.7359
receipt_image_443_jpg.rf.KfABGWneOfiiXzPnvxfE.jpg,BIZDATE:,food,0.617
receipt_image_595_jpg.rf.1eaYBbrfO9Jmu1eYtlz2.jpg,Tax Invoice,food,0.7525
receipt_image_595_jpg.rf.1eaYBbrfO9Jmu1eYtlz2.jpg,U. PRICE,food,0.5715
receipt_image_595_jpg.rf.1eaYBbrfO9Jmu1eYtlz2.jpg,TALI UKURAN,food,0.5678
receipt_image_306_jpg.rf.ZlZho665f1Fqo4muFGQ2.jpg,CHECKUSOUTONLINE!,food,0.584
receipt_image_306_jpg.rf.ZlZho665f1Fqo4muFGQ2.jpg,PLEASE COME AGAIN,food,0.5982
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,S&Y STATIONERY,food,0.6368
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,"NO. 36G JALAN BULAN BM U5/BM,",food,0.5591
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,"SEKSYEN U5,",food,0.7024
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,"40150 SHAH ALAM,",food,0.7638
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,SELANGOR.,food,0.6346
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,-INVO1CE,food,0.7809
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,Qty U/Price,food,0.6056
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,Total Amount Payable :,food,0.5247
receipt_image_631_jpg.rf.d9POSLjaCCZBeTjZlrZi.jpg,Cash Received,food,0.7422
receipt_image_258_jpg.rf.bZZwUcdqNOGBELgL870s.jpg,(ODVJH PRIVATE LIMITED),food,0.7182
receipt_image_258_jpg.rf.bZZwUcdqNOGBELgL870s.jpg,Oder#:IN001001259,food,0.5989
receipt_image_326_jpg.rf.RTEktxT0QvpAE8mcF2ie.jpg,PANEER BEMISAL,food,0.761
receipt_image_326_jpg.rf.RTEktxT0QvpAE8mcF2ie.jpg,ROTI,food,0.7986
receipt_image_458_jpg.rf.PKa23mhg2WxgCHSphz0e.jpg,S6oo0 Kuala Lumpur.Malayaia,food,0.6523
receipt_image_458_jpg.rf.PKa23mhg2WxgCHSphz0e.jpg,Cash,food,0.7449
receipt_image_609_jpg.rf.qncwkFaKjy6wf9y72hBb.jpg,Smarttich. 8person,food,0.6253
receipt_image_609_jpg.rf.qncwkFaKjy6wf9y72hBb.jpg,IKEACheras,food,0.7936
receipt_image_609_jpg.rf.qncwkFaKjy6wf9y72hBb.jpg,55100 KUALA LUMPUR,food,0.5624
receipt_image_609_jpg.rf.qncwkFaKjy6wf9y72hBb.jpg,TAX INVOICE,food,0.7525
receipt_image_609_jpg.rf.qncwkFaKjy6wf9y72hBb.jpg,Cash,food,0.7449
receipt_image_609_jpg.rf.qncwkFaKjy6wf9y72hBb.jpg,Ian,food,0.5519
receipt_image_248_jpg.rf.wjgJ9iWdPFzPZxwf6GMK.jpg,311 Amstardam Ave,food,0.5898
1174-receipt_jpg.rf.XUJBW9MebnYEVjMH96c0.jpg,DINING,food,0.6102
1174-receipt_jpg.rf.XUJBW9MebnYEVjMH96c0.jpg,Please Come Again,food,0.5982
receipt_image_940_jpg.rf.lEzCJrDBXe40yt1Yinlm.jpg,Agarwal Bhavan,food,0.5617
receipt_image_940_jpg.rf.lEzCJrDBXe40yt1Yinlm.jpg,1 TD H Special,food,0.542
receipt_image_940_jpg.rf.lEzCJrDBXe40yt1Yinlm.jpg,User ID: CHIKKAIAH,food,0.7712
receipt_image_699_jpg.rf.CIkeF7uCt90nxr3b1yUZ.jpg,(ODVJH Private Limited),food,0.7182
receipt_image_699_jpg.rf.CIkeF7uCt90nxr3b1yUZ.jpg,Invoice Date:,food,0.7995
receipt_image_444_jpg.rf.qlIUGCgPVjtbtbrRG9Tr.jpg,TAX INVOICE,food,0.7525
receipt_image_444_jpg.rf.qlIUGCgPVjtbtbrRG9Tr.jpg,CASH,food,0.7449
receipt_image_291_jpg.rf.msAFlnYq7PVW9c5PCbTY.jpg,TAX INVOICE,food,0.7525
receipt_image_291_jpg.rf.msAFlnYq7PVW9c5PCbTY.jpg,CREAMOF,food,0.7936
receipt_image_291_jpg.rf.msAFlnYq7PVW9c5PCbTY.jpg,SGST 2.5%,food,0.6647
receipt_image_291_jpg.rf.msAFlnYq7PVW9c5PCbTY.jpg,SUBJECTTOJAIPURJURISDICTION,food,0.6953
1161-receipt_jpg.rf.Iig4os0FchjXEZLaWQyQ.jpg,abea,food,0.5361
1161-receipt_jpg.rf.Iig4os0FchjXEZLaWQyQ.jpg,Dine in 16oz,food,0.5952
1161-receipt_jpg.rf.Iig4os0FchjXEZLaWQyQ.jpg,raty,food,0.6066
1161-receipt_jpg.rf.Iig4os0FchjXEZLaWQyQ.jpg,15% tip is 7.57,food,0.5768
1161-receipt_jpg.rf.Iig4os0FchjXEZLaWQyQ.jpg,22% tip is 11.11,food,0.7884
receipt_image_843_jpg.rf.UlX77TUYeLC9owHlwzXZ.jpg,Server: Digna,food,0.6081
receipt_image_843_jpg.rf.UlX77TUYeLC9owHlwzXZ.jpg,G111Dawg.com,food,0.5084
receipt_image_738_jpg.rf.RYbDzv44jGaAhLXypsVI.jpg,Yoou   o,food,0.7695
receipt_image_738_jpg.rf.RYbDzv44jGaAhLXypsVI.jpg,Thanks for being a Garden Club Hember!,food,0.589
receipt_image_738_jpg.rf.RYbDzv44jGaAhLXypsVI.jpg,KATHLEEN HEINECK,food,0.6906
receipt_image_738_jpg.rf.RYbDzv44jGaAhLXypsVI.jpg,No Purchase necessary,food,0.5066
receipt_image_738_jpg.rf.RYbDzv44jGaAhLXypsVI.jpg,WWW.SHOPSTEINS.COM/SURVEY,food,0.7727
1045-receipt_jpg.rf.ErMTUmKXY9f2hKOTLfYg.jpg,YUNT,food,0.7004
receipt_image_259_jpg.rf.CG3rYc7GJ3JF4lN9Y98e.jpg,Dolor sit amet,food,0.5655
receipt_image_259_jpg.rf.CG3rYc7GJ3JF4lN9Y98e.jpg,Morbi commodo,food,0.7342
receipt_image_259_jpg.rf.CG3rYc7GJ3JF4lN9Y98e.jpg,Sem vitae,food,0.5085
receipt_image_259_jpg.rf.CG3rYc7GJ3JF4lN9Y98e.jpg,Tincidunt,food,0.5296
receipt_image_259_jpg.rf.CG3rYc7GJ3JF4lN9Y98e.jpg,Cash,food,0.7449
receipt_image_406_jpg.rf.FeZsz5Eqh5Jv3p5EWE35.jpg,SUSHITEI,food,0.7544
receipt_image_406_jpg.rf.FeZsz5Eqh5Jv3p5EWE35.jpg,YATY,food,0.5019
receipt_image_960_jpg.rf.xVJ4CokxHhdkwrUHDovl.jpg,Dolor sit amet,food,0.5655
receipt_image_960_jpg.rf.xVJ4CokxHhdkwrUHDovl.jpg,Cash,food,0.7449
receipt_image_960_jpg.rf.xVJ4CokxHhdkwrUHDovl.jpg,designed by freepik,food,0.7679
receipt_image_742_jpg.rf.e2nPQxxHpKR8huyIEDnB.jpg,"Whitehall,PA 18052",food,0.741
receipt_image_742_jpg.rf.e2nPQxxHpKR8huyIEDnB.jpg,Large Sheet,food,0.6533
receipt_image_742_jpg.rf.e2nPQxxHpKR8huyIEDnB.jpg,Showrom ours,food,0.7297
receipt_image_742_jpg.rf.e2nPQxxHpKR8huyIEDnB.jpg,Tuesday - Sunday 9am - 5pm,food,0.7596
1189-receipt_jpg.rf.ANwq2QdWcqfcGGpaw3aD.jpg,TAMPA. FL.,food,0.6892
1189-receipt_jpg.rf.ANwq2QdWcqfcGGpaw3aD.jpg,DINEIN,food,0.5178
receipt_image_175_jpg.rf.3m0ghDabhXcXqVUBdP9l.jpg,ooo'ot,food,0.7651
receipt_image_175_jpg.rf.3m0ghDabhXcXqVUBdP9l.jpg,UDANG,food,0.6789
receipt_image_175_jpg.rf.3m0ghDabhXcXqVUBdP9l.jpg,UDANG,food,0.6789
receipt_image_175_jpg.rf.3m0ghDabhXcXqVUBdP9l.jpg,Cash,food,0.7449
1055-receipt_jpg.rf.SKgjv4XslwinGOsiqHAM.jpg,1 #7.2PC R&B MEAL,food,0.6497
1055-receipt_jpg.rf.SKgjv4XslwinGOsiqHAM.jpg,1 SUB FIXN,food,0.6206
1055-receipt_jpg.rf.SKgjv4XslwinGOsiqHAM.jpg,1 SUB FIXN,food,0.6206
1055-receipt_jpg.rf.SKgjv4XslwinGOsiqHAM.jpg,1 SUB FIXN,food,0.6206
1055-receipt_jpg.rf.SKgjv4XslwinGOsiqHAM.jpg,TXTL,food,0.5605
1055-receipt_jpg.rf.SKgjv4XslwinGOsiqHAM.jpg,CASH,food,0.7449
receipt_image_195_jpg.rf.MOeVZssGZ4ugW4zjgbN4.jpg,Cash,food,0.7449
receipt_image_135_jpg.rf.XoS5JLZIpdIIagQcbvyx.jpg,160 Eastern Boulevard,food,0.6677
receipt_image_135_jpg.rf.XoS5JLZIpdIIagQcbvyx.jpg,Shake Choc,food,0.7955
receipt_image_953_jpg.rf.BO0ruAXztC8VbSqoBlK5.jpg,606'9,food,0.5843
receipt_image_953_jpg.rf.BO0ruAXztC8VbSqoBlK5.jpg,Colonel Buroer,food,0.6912
receipt_image_953_jpg.rf.BO0ruAXztC8VbSqoBlK5.jpg,Cash,food,0.7449
receipt_image_962_jpg.rf.f9BZ5tIxqdSmEPvOUUEg.jpg,SW1W OHH LONDON,food,0.6466
receipt_image_962_jpg.rf.f9BZ5tIxqdSmEPvOUUEg.jpg,YOUR CUSTOM,food,0.6192
receipt_image_627_jpg.rf.US5AExTPJcceCU2QudLz.jpg,"For""feedback or complaint, please call:",food,0.5041
receipt_image_627_jpg.rf.US5AExTPJcceCU2QudLz.jpg,"40150 SHAH ALAM,",food,0.7638
receipt_image_627_jpg.rf.US5AExTPJcceCU2QudLz.jpg,Z0'00 Z,food,0.5867
1031-receipt_jpg.rf.4pyyeN2G91w6LSF1lb8B.jpg,"Hermosa Beach, CA 90254",food,0.522
1031-receipt_jpg.rf.4pyyeN2G91w6LSF1lb8B.jpg,Please visit our website:,food,0.6489
1031-receipt_jpg.rf.4pyyeN2G91w6LSF1lb8B.jpg,INSTAGRAM: @laureltavern,food,0.6301
receipt_image_78_jpg.rf.MW1xQbcMPOU8xdye6Fin.jpg,karla,food,0.6473
receipt_image_78_jpg.rf.MW1xQbcMPOU8xdye6Fin.jpg,Bar Subtotal;,food,0.7331
receipt_image_78_jpg.rf.MW1xQbcMPOU8xdye6Fin.jpg,AHDUNT DUE:,food,0.6299
receipt_image_464_jpg.rf.OBJLBeRQwTaTwgQLrJ50.jpg,"NO.7-1, JALAN PUTERI 7/11.",food,0.6725
receipt_image_464_jpg.rf.OBJLBeRQwTaTwgQLrJ50.jpg,TAX INVOICE,food,0.7525
receipt_image_464_jpg.rf.OBJLBeRQwTaTwgQLrJ50.jpg,TotolGET(E),food,0.7235
receipt_image_464_jpg.rf.OBJLBeRQwTaTwgQLrJ50.jpg,TOOEMILE,food,0.6783
receipt_image_464_jpg.rf.OBJLBeRQwTaTwgQLrJ50.jpg,Pay Cash,food,0.7547
receipt_image_464_jpg.rf.OBJLBeRQwTaTwgQLrJ50.jpg,Taxsble Amt GETAmt,food,0.7487
receipt_image_707_jpg.rf.CbKhwZoZErSUjej4i0qN.jpg,FSSAI: 22720621000326,food,0.7897
receipt_image_707_jpg.rf.CbKhwZoZErSUjej4i0qN.jpg,Payment Mode:CASH,food,0.698
receipt_image_707_jpg.rf.CbKhwZoZErSUjej4i0qN.jpg,THANKYOUIVISITAGAIN,food,0.7456
receipt_image_231_jpg.rf.Fx4YAdVIwytiX5HI9sYl.jpg,"Glendale, California 91203",food,0.523
receipt_image_231_jpg.rf.Fx4YAdVIwytiX5HI9sYl.jpg,Server: JARED,food,0.6262
receipt_image_231_jpg.rf.Fx4YAdVIwytiX5HI9sYl.jpg,Alfajores,food,0.7938
receipt_image_32_jpg.rf.deqeekvwC0nVd4I3HcAI.jpg,Welcome to That Gusto,food,0.6807
receipt_image_32_jpg.rf.deqeekvwC0nVd4I3HcAI.jpg,Come back again.,food,0.5096
1051-receipt_jpg.rf.h9uX4ZYgrKfnnxHf5oA3.jpg,"HACKENSACK, NJ 07601",food,0.6223
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,"No 4, Desa Pandan, Off kampong Pandan,",food,0.6074
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,55100 Kuala Lumpur,food,0.5624
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,Tax Invoices,food,0.5161
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,Tax Invoice,food,0.7525
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,Cashier:,food,0.7371
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,Raja Nur,food,0.614
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,Cash,food,0.7449
receipt_image_449_jpg.rf.gLDizdnvXOHxAwzafgbJ.jpg,Gods,food,0.6784
receipt_image_157_jpg.rf.PSfVtpiFWaaxkK9aY0f1.jpg,Errvallle,food,0.7143
receipt_image_157_jpg.rf.PSfVtpiFWaaxkK9aY0f1.jpg,LUNCH FAJI,food,0.7993
1159-receipt_jpg.rf.Lh5P8oLTGBiXxk63RCyo.jpg,KENMORE WA 98028,food,0.7412
1159-receipt_jpg.rf.Lh5P8oLTGBiXxk63RCyo.jpg,Cashier:,food,0.7371
1159-receipt_jpg.rf.Lh5P8oLTGBiXxk63RCyo.jpg,SFT TACO BF,food,0.7708
1159-receipt_jpg.rf.Lh5P8oLTGBiXxk63RCyo.jpg,CASH,food,0.7449
1159-receipt_jpg.rf.Lh5P8oLTGBiXxk63RCyo.jpg,Please come again!,food,0.5721
1141-receipt_jpg.rf.tUMQCb0VF3cgvbpDLlCc.jpg,CHK 1867,food,0.6212
1141-receipt_jpg.rf.tUMQCb0VF3cgvbpDLlCc.jpg,International Market Place,food,0.5943
1141-receipt_jpg.rf.tUMQCb0VF3cgvbpDLlCc.jpg,"Honolulu, Hawaii 96815",food,0.7467
receipt_image_536_jpg.rf.zOevHSYHnJ5FhbC8mux3.jpg,CPI ROCKU SDN. BHD. (1096317-P),food,0.5624
receipt_image_536_jpg.rf.zOevHSYHnJ5FhbC8mux3.jpg,"RAINFOREST,1 UTAMA SHOPPING CENTRE,",food,0.5348
receipt_image_536_jpg.rf.zOevHSYHnJ5FhbC8mux3.jpg,Csh: CASHIER,food,0.7582
receipt_image_536_jpg.rf.zOevHSYHnJ5FhbC8mux3.jpg,10% SVC CHG,food,0.6988
receipt_image_536_jpg.rf.zOevHSYHnJ5FhbC8mux3.jpg,CASH,food,0.7449
receipt_image_536_jpg.rf.zOevHSYHnJ5FhbC8mux3.jpg,Z:Zero Rated,food,0.682
receipt_image_495_jpg.rf.gLxKPlaXbQtWa2jW75ao.jpg,MENDIS-THE MINES,food,0.5042
receipt_image_495_jpg.rf.gLxKPlaXbQtWa2jW75ao.jpg,U.price,food,0.5715
receipt_image_495_jpg.rf.gLxKPlaXbQtWa2jW75ao.jpg,Maghgout Lamb w 1Sl,food,0.6043
receipt_image_495_jpg.rf.gLxKPlaXbQtWa2jW75ao.jpg,CASH :,food,0.5749
receipt_image_495_jpg.rf.gLxKPlaXbQtWa2jW75ao.jpg,Please Come Again,food,0.5982
receipt_image_441_jpg.rf.U6rlgjXzCRlBHhaaimiX.jpg,Tax Invoice,food,0.7525
receipt_image_441_jpg.rf.U6rlgjXzCRlBHhaaimiX.jpg,khoo,food,0.576
receipt_image_441_jpg.rf.U6rlgjXzCRlBHhaaimiX.jpg,Net Total Rounded (MYR) :,food,0.7765
receipt_image_441_jpg.rf.U6rlgjXzCRlBHhaaimiX.jpg,Cash,food,0.7449
receipt_image_441_jpg.rf.U6rlgjXzCRlBHhaaimiX.jpg,3ST (MYR),food,0.5955
receipt_image_545_jpg.rf.3VP0VUKS9Ib8p4l9hGCv.jpg,Cash,food,0.7449
receipt_image_545_jpg.rf.3VP0VUKS9Ib8p4l9hGCv.jpg,Cash Received,food,0.7422
1105-receipt_jpg.rf.0CXea8qkOXaePIYWIGZb.jpg,ycul,food,0.7125
1105-receipt_jpg.rf.0CXea8qkOXaePIYWIGZb.jpg,EVERY SATURDAY & SUNDAY,food,0.6088
1155-receipt_jpg.rf.T3AhZ0riVrtJxvYC01Ka.jpg,1 8oz F11 Au Po,food,0.5927
1155-receipt_jpg.rf.T3AhZ0riVrtJxvYC01Ka.jpg,1 Haricots Vert,food,0.6007
1155-receipt_jpg.rf.T3AhZ0riVrtJxvYC01Ka.jpg,1 Lunta,food,0.5566
1155-receipt_jpg.rf.T3AhZ0riVrtJxvYC01Ka.jpg,Please call again,food,0.5441
receipt_image_901_jpg.rf.BZgvuB6dgBXMP7gbtapa.jpg,Momi Market,food,0.6359
receipt_image_901_jpg.rf.BZgvuB6dgBXMP7gbtapa.jpg,Food and Beverage State Tax,food,0.7949
receipt_image_689_jpg.rf.BnrApg1pcWsdUoGbJ3DS.jpg,NOEMI,food,0.6368
receipt_image_689_jpg.rf.BnrApg1pcWsdUoGbJ3DS.jpg,Guests 1,food,0.5518
receipt_image_153_jpg.rf.nU4PDmq19s4wDlD2Q7ap.jpg,CARL'S JR,food,0.7212
receipt_image_153_jpg.rf.nU4PDmq19s4wDlD2Q7ap.jpg,Restaurant 1100580,food,0.7786
receipt_image_153_jpg.rf.nU4PDmq19s4wDlD2Q7ap.jpg,"Stanton, CA 90680",food,0.6793
receipt_image_153_jpg.rf.nU4PDmq19s4wDlD2Q7ap.jpg,Hot Dog,food,0.7739
receipt_image_153_jpg.rf.nU4PDmq19s4wDlD2Q7ap.jpg,Cash,food,0.7449
receipt_image_153_jpg.rf.nU4PDmq19s4wDlD2Q7ap.jpg,Itens in bag(s): 4,food,0.7096
receipt_image_938_jpg.rf.OGAsv9VybH0NPMe0EoKh.jpg,"E1gin""TX78621",food,0.6377
receipt_image_938_jpg.rf.OGAsv9VybH0NPMe0EoKh.jpg,NOEMI,food,0.6368
receipt_image_938_jpg.rf.OGAsv9VybH0NPMe0EoKh.jpg,Guests 1,food,0.5518
receipt_image_938_jpg.rf.OGAsv9VybH0NPMe0EoKh.jpg,if the check is paid in cash.,food,0.7613
receipt_image_938_jpg.rf.OGAsv9VybH0NPMe0EoKh.jpg,**THANK YOU FOR-CHOOSTNG USK*,food,0.676
receipt_image_236_jpg.rf.hdjd7pfO4fopvt1nsbNh.jpg,Stortorget 16,food,0.7936
receipt_image_236_jpg.rf.hdjd7pfO4fopvt1nsbNh.jpg,111 29 Stockholm,food,0.5233
receipt_image_236_jpg.rf.hdjd7pfO4fopvt1nsbNh.jpg,GÄSTNOTA,food,0.6732
receipt_image_236_jpg.rf.hdjd7pfO4fopvt1nsbNh.jpg,3 × Öppen Förrätt,food,0.6551
receipt_image_236_jpg.rf.hdjd7pfO4fopvt1nsbNh.jpg,1xTea,food,0.7153
